Sample ID,Locality,Notes,Source,SiO2,TiO2,Al2O3,Fe2O3,FeO,Fe2O3t,MnO,MgO,CaO,Na2O,K2O,P2O5,TOT/C,TOT/S,LOI,CO2,H2O,Sum,SrO,BaO,Rb,Cs,Be,Sr,Sr,Ba,Zr,Nb,Hf,Hf,Ta,Sc,V,Cr2O3,Cr,Co,Ni,Cu,Zn,Pb,Pb,Th,U,Ga,Y,La,Ce,Pr,Nd,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Mg#(oxide),(Na+K)/Al,NA2O+K2O,SiO2norm,TiO2norm,Al2O3norm,FeOtnorm,MnOnorm,MgOnorm,CaOnorm,Na2Onorm,K2Onorm,P2O5norm,La chond,Ce chond,Pr chond,Nd chond,Sm chond,Eu chond,Gd chond,Tb chond,Dy chond,Ho chond,Er chond,Tm chond,Yb chond,Lu chond,Th Spider,Nb Spider,Ta Spider,La Spider,Ce Spider,Nd Spider,P Spider,Zr Spider,Hf Spider,Eu Spider,Gd Spider,Ti Spider,Dy Spider,Y Spider,Yb Spider,Lu Spider,87Sr/86Sr,EpsilonSr,85Rb/86Sr,87Sr/86SrN,143Nd/144Nd,143Nd/144NdN,EpsilonNd,208Pb/204Pb (1),207Pb/204Pb (2),206Pb/204Pb (3),176Hf/177Hf
TB-4,Little Twin Buttes,Intrusive Monchiquite,Suda et al. (1982),39.27,3.14,10.2,6.66,6.03,13.3601139,0.153,8.65,13.65,1.71,1.34,1.25,-,-,6.01,4.19,1.82,99.98,0.198,0.41,91.71,-,-,-,-,3241,-,-,9.67,-,1.33,22.37,-,-,330.6,55.3,5231,-,-,-,-,10.1,-,-,-,87.3,186.42,-,116.32,-,18.5,4.62,-,2.56,-,-,-,0.6,2.26,0.21,41.84,0.44,3.34,42.97,3.44,11.16,13.16,0.17,9.47,14.94,1.87,1.47,1.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TBTJH4,Tode Baho Tsiquini,lava?,Hooten (1999),41.08,4.452090502,10.48,-,11.88,13.2002244,0.19,10.18,12.39,3.58,0.63,1.23,-,-,4.14,-,-,100.2320905,-,-,11.2,15.15,-,1576,-,948,402,95.92,9.98,-,6.34,16,282,-,290,-,226,61,129,4.71,-,9.08,3.65,20,32.94,83.52,162.12,19.57,81.48,-,16.73,4.95,12.46,1.67,8.38,1.35,3.01,0.37,1.91,0.27,46.15,0.57,4.38,42.75,4.63,10.91,12.36,0.20,10.59,12.89,3.73,0.66,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WBJH7,Wide Butte,lava?,Hooten (1999),43.28,4.267985067,12.99,-,12.2,13.555786,0.21,7.31,10.04,4.5,2.57,1.78,-,-,0.89,-,-,100.0379851,-,-,40,0.8,-,1830,-,1110,569,135.24,13.6,-,8.61,25,258,-,69,-,62,40,178,7.86,-,12.74,3.93,25,43.4,115.3,216.93,25.96,105.77,-,21.3,6.33,15.78,2.1,10.62,1.72,3.81,0.48,2.6,0.37,37.47,0.80,7.13,43.65,4.30,13.10,12.30,0.21,7.37,10.13,4.54,2.59,1.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WSR-10-40,Standing Rocks West,BOMB,Nathalie PhD,36.33,3.92,10.06,-,-,12.21,0.17,5.74,15.55,3.72,0.56,1.7,1.22,0.04,9.3,4.88,4.42,99.33,-,-,11.9,3.7,4,1328.9,-,1881,445,84,9.1,-,5.3,19,307,0.027,184.734,45.3,178,32,129,<1,-,9.3,4.1,21.9,32.1,101.4,211.8,24.68,97.5,-,16.73,4.77,13.06,1.7,8.48,1.26,2.99,0.38,2.29,0.34,34.31,0.61,4.82,40.94,4.42,11.34,12.38,0.19,6.47,17.52,4.19,0.63,1.92,327.1,262.1,202.295082,162.5,85.79487179,64.89795918,50.42471042,35.8649789,26.33540373,17.30769231,14.23809524,11.72839506,10.9569378,10.55900621,110.7142857,117.8120617,129.2682927,143.220339,115.5482815,71.37628111,81.5291978,39.73214286,29.44983819,28.39285714,21.94957983,18.3599325,11.50610583,7.054945055,4.770833333,4.594594595,-,-,-,-,-,-,-,-,-,-,-
WSR-10-9,Standing Rocks West,pyroclasts,Nathalie PhD,36.6,3.81,9.29,-,-,11.84,0.17,7.56,15.18,2.79,1.02,1.53,1.19,0.1,9.5,4.76,4.74,99.36,-,-,18.5,1.6,6,2000.4,-,836,439.4,83.3,10.6,-,5.7,20,257,0.032,218.944,47,157,69,119,<1,-,9.6,4.5,18.1,34.8,104,219.6,25.54,109.4,-,17.53,5.25,14.07,1.75,7.97,1.43,3.05,0.44,2.37,0.35,41.50,0.59,4.30,41.31,4.30,10.48,12.03,0.19,8.53,17.13,3.15,1.15,1.73,335.5,271.8,209.3442623,182.3,89.8974359,71.42857143,54.32432432,36.91983122,24.7515528,19.64285714,14.52380952,13.58024691,11.33971292,10.86956522,114.2857143,116.8302945,139.0243902,146.8926554,119.8036007,80.08784773,73.37627802,39.23214286,34.30420712,31.25,23.64705882,17.84473031,10.81411126,7.648351648,4.9375,4.72972973,-,-,-,-,-,-,-,-,-,-,-
KH12-HB-3,Standing Rocks East,"dyke?, east of SRE",2012 Workshop,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.67,0.55,4.18,41.18,4.59,11.00,13.33,0.28,11.21,12.66,3.21,0.97,1.57,326.5,273.5,218.5245902,184.2,89.02564103,71.29251701,56.17760618,35.8649789,25.40372671,18.13186813,15.0952381,12.34567901,10.33492823,9.00621118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70366494,-11.853230,3.81326E-06,0.703635119,0.512746276,0.512753693,2.112140,38.5044,15.5435,18.8999,0.282814
HBVF-RTB,Round Top Butte,-,Nathalie 2015,40.12,4.25,11.13,-,-,14.02,0.18,9.44,10.59,3.09,0.87,1.28,0.05,<0.02,4.4,0.2,4.2,99.49,-,-,30,0.3,<1,1337.4,1323,958,410.8,84.6,9.2,9.98,4,20,262,0.027,184.734,52.1,149,58,135,8,4.87,7.9,2,20.7,30.6,78.5,169,21.08,84.2,90.4,15.85,4.42,12.45,1.45,7.35,1.14,2.81,0.34,1.9,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
